Date,High,Low,Open,Close,Volume,Adj Close
2019-01-01,4.820000171661377,4.820000171661377,4.820000171661377,4.820000171661377,0,4.820000171661377
2019-01-02,4.889999866485596,4.800000190734863,4.820000171661377,4.809999942779541,155995,4.809999942779541
2019-01-03,4.800000190734863,4.619999885559082,4.800000190734863,4.690000057220459,102030,4.690000057220459
2019-01-04,4.710000038146973,4.619999885559082,4.690000057220459,4.659999847412109,78218,4.659999847412109
2019-01-07,4.710000038146973,4.670000076293945,4.699999809265137,4.699999809265137,37295,4.699999809265137
2019-01-08,4.75,4.670000076293945,4.699999809265137,4.710000038146973,118690,4.710000038146973
2019-01-09,4.769999980926514,4.710000038146973,4.710000038146973,4.739999771118164,130527,4.739999771118164
2019-01-10,4.789999961853027,4.699999809265137,4.739999771118164,4.739999771118164,244820,4.739999771118164
2019-01-11,4.929999828338623,4.75,4.75,4.889999866485596,485089,4.889999866485596
2019-01-14,5.059999942779541,4.880000114440918,4.900000095367432,4.929999828338623,358007,4.929999828338623
2019-01-15,5.0,4.929999828338623,4.96999979019165,4.940000057220459,174885,4.940000057220459
2019-01-16,5.050000190734863,4.929999828338623,4.989999771118164,5.03000020980835,194840,5.03000020980835
2019-01-17,5.210000038146973,5.039999961853027,5.059999942779541,5.150000095367432,240911,5.150000095367432
2019-01-18,5.260000228881836,5.110000133514404,5.139999866485596,5.21999979019165,254684,5.21999979019165
2019-01-21,5.340000152587891,5.21999979019165,5.239999771118164,5.269999980926514,261936,5.269999980926514
2019-01-22,5.320000171661377,5.21999979019165,5.260000228881836,5.239999771118164,151044,5.239999771118164
2019-01-23,5.320000171661377,5.239999771118164,5.25,5.320000171661377,293048,5.320000171661377
2019-01-24,5.380000114440918,5.289999961853027,5.360000133514404,5.369999885559082,228214,5.369999885559082
2019-01-25,5.599999904632568,5.420000076293945,5.429999828338623,5.579999923706055,349358,5.579999923706055
2019-01-28,5.840000152587891,5.610000133514404,5.610000133514404,5.659999847412109,353268,5.659999847412109
2019-01-29,5.71999979019165,5.429999828338623,5.679999828338623,5.699999809265137,227344,5.699999809265137
2019-01-30,5.789999961853027,5.699999809265137,5.75,5.78000020980835,217693,5.78000020980835
2019-01-31,5.840000152587891,5.71999979019165,5.789999961853027,5.800000190734863,226021,5.800000190734863
2019-02-01,5.78000020980835,5.610000133514404,5.760000228881836,5.659999847412109,125492,5.659999847412109
2019-02-04,5.650000095367432,5.539999961853027,5.630000114440918,5.650000095367432,190380,5.650000095367432
2019-02-05,5.78000020980835,5.619999885559082,5.650000095367432,5.690000057220459,280951,5.690000057220459
2019-02-06,5.760000228881836,5.650000095367432,5.699999809265137,5.739999771118164,133963,5.739999771118164
2019-02-07,5.860000133514404,5.739999771118164,5.75,5.789999961853027,360048,5.789999961853027
2019-02-08,5.820000171661377,5.659999847412109,5.789999961853027,5.710000038146973,139680,5.710000038146973
2019-02-11,5.78000020980835,5.710000038146973,5.710000038146973,5.760000228881836,100281,5.760000228881836
2019-02-12,5.800000190734863,5.730000019073486,5.75,5.769999980926514,123017,5.769999980926514
2019-02-13,5.78000020980835,5.599999904632568,5.75,5.599999904632568,87804,5.599999904632568
2019-02-14,5.78000020980835,5.579999923706055,5.599999904632568,5.679999828338623,79377,5.679999828338623
2019-02-15,5.679999828338623,5.610000133514404,5.610000133514404,5.670000076293945,42315,5.670000076293945
2019-02-18,6.239999771118164,5.679999828338623,5.679999828338623,5.789999961853027,513647,5.789999961853027
2019-02-19,5.840000152587891,5.75,5.800000190734863,5.78000020980835,80414,5.78000020980835
2019-02-20,5.860000133514404,5.75,5.78000020980835,5.760000228881836,119644,5.760000228881836
2019-02-21,5.920000076293945,5.760000228881836,5.78000020980835,5.820000171661377,110312,5.820000171661377
2019-02-22,5.96999979019165,5.800000190734863,5.880000114440918,5.889999866485596,215705,5.889999866485596
2019-02-25,6.03000020980835,5.920000076293945,5.920000076293945,6.0,200613,6.0
2019-02-26,6.349999904632568,6.039999961853027,6.039999961853027,6.170000076293945,508183,6.170000076293945
2019-02-27,6.28000020980835,6.170000076293945,6.199999809265137,6.239999771118164,127668,6.239999771118164
2019-02-28,6.349999904632568,6.199999809265137,6.300000190734863,6.300000190734863,149253,6.300000190734863
2019-03-01,6.329999923706055,5.909999847412109,6.28000020980835,5.989999771118164,327455,5.989999771118164
2019-03-04,5.949999809265137,5.730000019073486,5.949999809265137,5.78000020980835,238581,5.78000020980835
2019-03-05,5.809999942779541,5.710000038146973,5.800000190734863,5.710000038146973,96529,5.710000038146973
2019-03-06,5.869999885559082,5.699999809265137,5.739999771118164,5.75,185729,5.75
2019-03-07,5.800000190734863,5.570000171661377,5.710000038146973,5.610000133514404,118672,5.610000133514404
2019-03-08,5.659999847412109,5.5,5.570000171661377,5.550000190734863,110865,5.550000190734863
2019-03-11,5.590000152587891,5.320000171661377,5.539999961853027,5.360000133514404,137743,5.360000133514404
2019-03-12,5.400000095367432,5.289999961853027,5.360000133514404,5.320000171661377,61706,5.320000171661377
