Date	High	Low	Open	Close	Volume	Adj Close	stock_name	ema_9	ema_21	MACD_9_21	sign
2019-01-01	343.6000061035156	343.6000061035156	343.6000061035156	343.6000061035156	0.0	310.78155517578125	EGEEN.IS				0
2019-01-02	344.0	332.5	344.0	334.0	17139.0	302.0984802246094	EGEEN.IS				0
2019-01-03	334.79998779296875	324.29998779296875	334.0	324.3999938964844	20793.0	293.4154052734375	EGEEN.IS				0
2019-01-04	327.79998779296875	324.5	324.5	325.29998779296875	6294.0	294.22943115234375	EGEEN.IS				0
2019-01-07	332.0	327.5	328.1000061035156	329.3999938964844	6718.0	297.9378356933594	EGEEN.IS				0
2019-01-08	335.8999938964844	329.5	329.70001220703125	335.5	9080.0	303.4552001953125	EGEEN.IS				0
2019-01-09	348.0	336.0	336.5	347.0	26098.0	313.8568115234375	EGEEN.IS				0
2019-01-10	349.0	344.0	348.5	347.29998779296875	8915.0	314.1281433105469	EGEEN.IS				0
2019-01-11	350.3999938964844	346.5	347.8999938964844	348.1000061035156	9387.0	314.85174560546875	EGEEN.IS	307.98790567726155			0
2019-01-14	366.70001220703125	343.8999938964844	347.8999938964844	365.0	21044.0	330.1375732421875	EGEEN.IS	312.95071699824257			0
2019-01-15	378.3999938964844	365.0	365.0	371.20001220703125	19418.0	335.7453918457031	EGEEN.IS	317.938061607552			0
2019-01-16	379.5	371.8999938964844	373.2999877929688	374.2999877929688	11135.0	338.5492858886719	EGEEN.IS	322.3644881817663			0
2019-01-17	379.2999877929688	368.1000061035156	375.5	370.5	13466.0	335.11224365234375	EGEEN.IS	325.0623561351281			0
2019-01-18	377.0	371.7999877929688	372.0	372.0	11031.0	336.4689636230469	EGEEN.IS	327.4486269322502			0
2019-01-21	379.0	371.5	372.2999877929688	374.20001220703125	17674.0	338.4588623046875	EGEEN.IS	329.73097706297403			0
2019-01-22	382.0	373.1000061035156	373.6000061035156	375.5	12091.0	339.6346740722656	EGEEN.IS	331.76908407727063			0
2019-01-23	376.7999877929688	371.5	375.5	371.5	11458.0	336.0167236328125	EGEEN.IS	332.63818234147305			0
2019-01-24	375.7999877929688	372.1000061035156	373.1000061035156	374.0	9830.0	338.2779541015625	EGEEN.IS	333.7868288697988			0
2019-01-25	378.1000061035156	372.6000061035156	374.7999877929688	376.1000061035156	10699.0	340.1773681640625	EGEEN.IS	335.0836255382282			0
2019-01-28	389.0	377.20001220703125	377.20001220703125	382.8999938964844	18840.0	346.327880859375	EGEEN.IS	337.35870650011435			0
2019-01-29	387.8999938964844	378.8999938964844	383.3999938964844	385.20001220703125	16790.0	348.408203125	EGEEN.IS	339.58917829628524	332.76016130304566	6.829016993239577	0
2019-01-30	389.2999877929688	384.70001220703125	388.0	387.2999877929688	9375.0	350.3075866699219	EGEEN.IS	341.74879513062876	334.5787934244725	7.170001706156256	0
2019-01-31	390.0	385.5	389.3999938964844	389.7999877929688	14624.0	352.5688171386719	EGEEN.IS	343.92564941185714	336.41985667833774	7.5057927335193995	0
2019-02-01	391.0	382.3999938964844	389.7999877929688	382.3999938964844	9252.0	345.8756103515625	EGEEN.IS	344.3174920242174	337.37660510475325	6.9408869194641625	0
2019-02-04	398.3999938964844	382.5	384.2999877929688	397.0	19080.0	359.0811462402344	EGEEN.IS	347.2814202717518	339.55037551808505	7.731044753666765	0
2019-02-05	408.5	398.1000061035156	399.1000061035156	403.0	20503.0	364.508056640625	EGEEN.IS	350.7371919746222	342.02706322373984	8.710128750882348	0
2019-02-06	406.0	393.1000061035156	405.6000061035156	399.20001220703125	12020.0	361.0710144042969	EGEEN.IS	352.8089657020601	343.90129345503965	8.907672247020457	0
2019-02-07	407.0	396.2999877929688	399.20001220703125	405.2999877929688	11640.0	366.5883483886719	EGEEN.IS	355.57018321080625	346.1174271261424	9.45275608466386	0
2019-02-08	407.20001220703125	400.20001220703125	403.20001220703125	400.5	7518.0	362.246826171875	EGEEN.IS	356.9075813263646	347.68239049564284	9.225190830721772	0
2019-02-11	404.2999877929688	397.7999877929688	401.20001220703125	400.70001220703125	9026.0	362.427734375	EGEEN.IS	358.01298035380717	349.104367762869	8.908612590938162	0
2019-02-12	408.2999877929688	400.1000061035156	401.20001220703125	405.0	8564.0	366.3170166015625	EGEEN.IS	359.67543401772144	350.7551580223642	8.920275995357258	0
2019-02-13	406.20001220703125	395.5	405.70001220703125	395.7999877929688	11407.0	357.9957275390625	EGEEN.IS	359.3392263508329	351.44611712431447	7.8931092265184475	0
2019-02-14	404.5	384.0	396.1000061035156	404.5	17832.0	365.8647766113281	EGEEN.IS	360.6451641393427	352.81588199354593	7.829282145796753	0
2019-02-15	404.0	396.3999938964844	403.0	401.7999877929688	9053.0	363.42266845703125	EGEEN.IS	361.200946818179	353.81941615747814	7.381530660700832	0
2019-02-18	408.0	397.3999938964844	401.7999877929688	404.3999938964844	20499.0	365.7743225097656	EGEEN.IS	362.1159931433838	354.946325897846	7.169667245537767	0
2019-02-19	420.0	401.3999938964844	406.0	419.0	29825.0	378.9798278808594	EGEEN.IS	365.48985497163966	357.20423110621834	8.285623865421314	0
2019-02-20	428.6000061035156	413.7999877929688	419.7999877929688	425.0	25601.0	384.40673828125	EGEEN.IS	369.2742141093649	359.7521153746709	9.522098734693998	0
2019-02-21	431.8999938964844	422.5	425.0	427.7999877929688	17049.0	386.9393005371094	EGEEN.IS	372.80796532632746	362.29156962377266	10.516395702554803	0
2019-02-22	434.0	425.2999877929688	426.7999877929688	433.3999938964844	23300.0	392.0044250488281	EGEEN.IS	376.64789528862855	365.0600239788526	11.587871309775949	0
2019-02-25	439.0	431.2999877929688	433.0	436.7999877929688	21014.0	395.0796813964844	EGEEN.IS	380.3347425762628	367.85074451380444	12.48399806245834	0
2019-02-26	444.2999877929688	435.5	436.5	442.6000061035156	14621.0	400.3257141113281	EGEEN.IS	384.333362089436	370.8635301890637	13.469831900372299	0
2019-02-27	449.5	441.20001220703125	443.0	444.3999938964844	9827.0	401.9537963867188	EGEEN.IS	387.857748770553	373.74248858632205	14.11526018423092	0
2019-02-28	451.20001220703125	444.0	446.2999877929688	444.0	12012.0	401.5920104980469	EGEEN.IS	390.6047880698587	376.31700084377815	14.287787226080582	0
2019-03-01	448.0	432.0	444.1000061035156	437.8999938964844	12579.0	396.0746154785156	EGEEN.IS	391.69881311597925	378.14066884552363	13.558144270455614	0
2019-03-04	444.0	435.0	437.8999938964844	437.0	11097.0	395.2605895996094	EGEEN.IS	392.4111994415059	379.7186742686841	12.692525172821831	0
2019-03-05	469.5	441.0	441.1000061035156	462.70001220703125	97560.0	418.5058898925781	EGEEN.IS	397.6303193915081	383.2893178861656	14.341001505342547	0
2019-03-06	463.0	449.5	462.1000061035156	452.0	36761.0	408.827880859375	EGEEN.IS	399.8698941153131	385.6376310541797	14.232263061133438	0
2019-03-07	454.70001220703125	437.0	452.5	445.70001220703125	29516.0	403.129638671875	EGEEN.IS	400.5218575658963	387.24437499294805	13.277482572948259	0
2019-03-08	464.70001220703125	444.6000061035156	444.7999877929688	463.2999877929688	30246.0	419.048583984375	EGEEN.IS	404.2272689563403	390.1630155677849	14.064253388555414	0
2019-03-11	479.0	463.2999877929688	463.2999877929688	466.8999938964844	27067.0	422.3047180175781	EGEEN.IS	407.8428103713193	393.110093350987	14.732717020332302	0
2019-03-12	474.0	454.1000061035156	466.0	474.0	19843.0	428.7265930175781	EGEEN.IS	412.0196145912446	396.37322711366727	15.64638747757732	0
2019-03-13	474.0	464.8999938964844	471.0	469.0	9926.0	424.20416259765625	EGEEN.IS	414.4565464524013	398.92125056130266	15.535295891098656	0
2019-03-14	473.2999877929688	466.0	467.0	471.70001220703125	6078.0	426.6462707519531	EGEEN.IS	416.89450912774385	401.4579420561546	15.436567071589252	0
2019-03-15	487.7999877929688	477.0	477.0	486.8999938964844	19779.0	440.39447021484375	EGEEN.IS	421.5945288215098	405.0183418554767	16.576186966033106	0
2019-03-18	486.0	474.3999938964844	483.8999938964844	477.0	15767.0	431.4400634765625	EGEEN.IS	423.563644961693	407.43308899138236	16.13055597031064	0
2019-03-19	488.7999877929688	473.8999938964844	474.6000061035156	487.0	15006.0	440.4849243164063	EGEEN.IS	426.94791349468744	410.4523192627769	16.49559423191056	0
2019-03-20	489.5	467.20001220703125	484.2999877929688	486.0	18448.0	439.5804138183594	EGEEN.IS	429.4744211216517	413.11195408999663	16.362467031655058	0
2019-03-21	485.5	474.70001220703125	484.6000061035156	475.6000061035156	11299.0	430.17376708984375	EGEEN.IS	429.61429065021105	414.6692165085987	14.945074141612338	0
2019-03-22	481.0	462.0	477.6000061035156	473.70001220703125	20255.0	428.4552612304688	EGEEN.IS	429.38248432220996	415.92703742774654	13.455446894463421	0
2019-03-25	473.5	464.0	470.1000061035156	469.2999877929688	11322.0	424.4754943847656	EGEEN.IS	428.4010848307307	416.7067306015039	11.694354229226803	0
2019-03-26	475.0	464.6000061035156	471.2999877929688	465.1000061035156	9048.0	420.6766662597656	EGEEN.IS	426.85619922251357	417.0687146189375	9.787484603576047	0
2019-03-27	459.5	434.20001220703125	459.0	435.0	26778.0	393.4516296386719	EGEEN.IS	420.1752787531175	414.9158634677926	5.259415285324906	0
2019-03-28	449.5	435.1000061035156	441.5	443.0	20494.0	400.6875	EGEEN.IS	416.27771994432237	413.6191762771031	2.6585436672192486	0
2019-03-29	459.1000061035156	441.20001220703125	442.5	452.70001220703125	13191.0	409.4610290527344	EGEEN.IS	414.914380910223	413.24031302672586	1.6740678834971163	0
