Date,High,Low,Open,Close,Volume,Adj Close
2018-01-01,9.329999923706055,9.329999923706055,9.329999923706055,9.329999923706055,0.0,9.060432434082031
2018-01-02,9.489999771118164,9.274999618530273,9.329999923706055,9.430000305175781,401864.0,9.157543182373047
2018-01-03,9.470000267028809,9.125,9.470000267028809,9.145000457763672,373228.0,8.880777359008789
2018-01-04,9.359999656677246,9.149999618530273,9.149999618530273,9.25,254158.0,8.982743263244629
2018-01-05,9.350000381469727,9.175000190734863,9.350000381469727,9.1850004196167,393008.0,8.919622421264648
2018-01-08,9.225000381469727,9.125,9.210000038146973,9.194999694824219,181406.0,8.929332733154297
2018-01-09,9.1850004196167,9.045000076293945,9.164999961853027,9.069999694824219,170198.0,8.807944297790527
2018-01-10,9.069999694824219,8.75,9.069999694824219,8.875,447802.0,8.61857795715332
2018-01-11,8.949999809265137,8.8149995803833,8.9399995803833,8.925000190734863,199530.0,8.667134284973145
2018-01-12,9.130000114440918,8.850000381469727,8.970000267028809,9.005000114440918,397032.0,8.74482250213623
2018-01-15,9.149999618530273,8.859999656677246,8.989999771118164,8.899999618530273,661636.0,8.642855644226074
2018-01-16,9.199999809265137,8.760000228881836,8.925000190734863,9.149999618530273,364892.0,8.885632514953613
2018-01-17,9.25,8.960000038146973,9.149999618530273,9.085000038146973,445782.0,8.822510719299316
2018-01-18,9.199999809265137,9.010000228881836,9.199999809265137,9.135000228881836,422422.0,8.871066093444824
2018-01-19,9.515000343322754,9.050000190734863,9.140000343322754,9.404999732971191,866730.0,9.133265495300293
2018-01-22,9.8100004196167,9.375,9.40999984741211,9.569999694824219,1728222.0,9.293498039245605
2018-01-23,9.664999961853027,9.520000457763672,9.59000015258789,9.645000457763672,485072.0,9.366331100463867
2018-01-24,9.795000076293945,9.609999656677246,9.614999771118164,9.725000381469727,486620.0,9.44402027130127
2018-01-25,9.779999732971191,9.664999961853027,9.734999656677246,9.675000190734863,377302.0,9.395464897155762
2018-01-26,9.729999542236328,9.609999656677246,9.729999542236328,9.694999694824219,333162.0,9.414886474609375
2018-01-29,9.869999885559082,9.680000305175781,9.699999809265137,9.704999923706055,479476.0,9.42459774017334
2018-01-30,9.729999542236328,9.375,9.704999923706055,9.5,557418.0,9.225520133972168
2018-01-31,9.600000381469727,9.444999694824219,9.59000015258789,9.5,212212.0,9.225520133972168
2018-02-01,9.614999771118164,9.4350004196167,9.5,9.475000381469727,294316.0,9.20124340057373
2018-02-02,9.654999732971191,9.399999618530273,9.475000381469727,9.5,397234.0,9.225520133972168
2018-02-05,9.539999961853027,9.364999771118164,9.494999885559082,9.4399995803833,554124.0,9.167253494262695
2018-02-06,9.25,9.050000190734863,9.050000190734863,9.149999618530273,359616.0,8.885632514953613
2018-02-07,9.300000190734863,9.0600004196167,9.25,9.0600004196167,235576.0,8.798233985900879
2018-02-08,9.100000381469727,8.75,9.0,8.835000038146973,335064.0,8.579733848571777
2018-02-09,9.109999656677246,8.515000343322754,8.75,9.085000038146973,724014.0,8.822510719299316
2018-02-12,9.510000228881836,9.100000381469727,9.239999771118164,9.3100004196167,1719524.0,9.041010856628418
2018-02-13,9.524999618530273,9.239999771118164,9.350000381469727,9.444999694824219,1273462.0,9.172109603881836
2018-02-14,9.539999961853027,9.225000381469727,9.5,9.34000015258789,424426.0,9.070143699645996
2018-02-15,9.484999656677246,9.289999961853027,9.34000015258789,9.449999809265137,345054.0,9.17696475982666
2018-02-16,9.675000190734863,9.324999809265137,9.449999809265137,9.630000114440918,543378.0,9.351764678955078
2018-02-19,9.954999923706055,9.510000228881836,9.649999618530273,9.949999809265137,692434.0,9.662518501281738
2018-02-20,10.149999618530273,9.510000228881836,9.975000381469727,9.635000228881836,566494.0,9.356619834899902
2018-02-21,10.149999618530273,9.729999542236328,9.800000190734863,10.140000343322754,1009520.0,9.847029685974121
2018-02-22,10.170000076293945,9.904999732971191,10.140000343322754,9.960000038146973,580328.0,9.672229766845703
2018-02-23,9.989999771118164,9.765000343322754,9.960000038146973,9.880000114440918,438280.0,9.594541549682617
2018-02-26,9.930000305175781,9.670000076293945,9.925000190734863,9.704999923706055,363122.0,9.42459774017334
2018-02-27,9.75,9.630000114440918,9.699999809265137,9.654999732971191,302684.0,9.376042366027832
2018-02-28,10.010000228881836,9.5,9.65999984741211,9.9350004196167,499184.0,9.647953033447266
2018-03-01,10.100000381469727,9.895000457763672,9.984999656677246,10.039999961853027,520632.0,9.749918937683105
2018-03-02,10.050000190734863,9.704999923706055,9.954999923706055,9.725000381469727,289198.0,9.44402027130127
2018-03-05,9.850000381469727,9.609999656677246,9.800000190734863,9.694999694824219,249566.0,9.414886474609375
