Date	High	Low	Open	Close	Volume	Adj Close	stock_name	ema_9	ema_21	MACD_9_21	sign	RSI
2019-01-30	389.2999877929688	384.70001220703125	388.0	387.2999877929688	9375.0	350.3075866699219	EGEEN.IS	341.74879513062876	334.5787934244725	7.170001706156256	0	48.38513826217162
2019-01-31	390.0	385.5	389.3999938964844	389.7999877929688	14624.0	352.5688171386719	EGEEN.IS	343.92564941185714	336.41985667833774	7.5057927335193995	0	50.22528950518013
2019-02-01	391.0	382.3999938964844	389.7999877929688	382.3999938964844	9252.0	345.8756103515625	EGEEN.IS	344.3174920242174	337.37660510475325	6.9408869194641625	0	45.09988355161696
2019-02-04	398.3999938964844	382.5	384.2999877929688	397.0	19080.0	359.0811462402344	EGEEN.IS	347.2814202717518	339.55037551808505	7.731044753666765	0	54.882542418120956
2019-02-05	408.5	398.1000061035156	399.1000061035156	403.0	20503.0	364.508056640625	EGEEN.IS	350.7371919746222	342.02706322373984	8.710128750882348	0	58.18049098469274
2019-02-06	406.0	393.1000061035156	405.6000061035156	399.20001220703125	12020.0	361.0710144042969	EGEEN.IS	352.8089657020601	343.90129345503965	8.907672247020457	0	55.417599242689334
2019-02-07	407.0	396.2999877929688	399.20001220703125	405.2999877929688	11640.0	366.5883483886719	EGEEN.IS	355.57018321080625	346.1174271261424	9.45275608466386	0	58.79991167560995
2019-02-08	407.20001220703125	400.20001220703125	403.20001220703125	400.5	7518.0	362.246826171875	EGEEN.IS	356.9075813263646	347.68239049564284	9.225190830721772	0	55.247983779944114
2019-02-11	404.2999877929688	397.7999877929688	401.20001220703125	400.70001220703125	9026.0	362.427734375	EGEEN.IS	358.01298035380717	349.104367762869	8.908612590938162	0	55.36896705066035
2019-02-12	408.2999877929688	400.1000061035156	401.20001220703125	405.0	8564.0	366.3170166015625	EGEEN.IS	359.67543401772144	350.7551580223642	8.920275995357258	0	57.997900524639725
2019-02-13	406.20001220703125	395.5	405.70001220703125	395.7999877929688	11407.0	357.9957275390625	EGEEN.IS	359.3392263508329	351.44611712431447	7.8931092265184475	0	51.06701165332025
2019-02-14	404.5	384.0	396.1000061035156	404.5	17832.0	365.8647766113281	EGEEN.IS	360.6451641393427	352.81588199354593	7.829282145796753	0	56.376073058114784
2019-02-15	404.0	396.3999938964844	403.0	401.7999877929688	9053.0	363.42266845703125	EGEEN.IS	361.200946818179	353.81941615747814	7.381530660700832	0	54.40333748450904
2019-02-18	408.0	397.3999938964844	401.7999877929688	404.3999938964844	20499.0	365.7743225097656	EGEEN.IS	362.1159931433838	354.946325897846	7.169667245537767	0	56.00002421418413
2019-02-19	420.0	401.3999938964844	406.0	419.0	29825.0	378.9798278808594	EGEEN.IS	365.48985497163966	357.20423110621834	8.285623865421314	0	63.689330973192625
2019-02-20	428.6000061035156	413.7999877929688	419.7999877929688	425.0	25601.0	384.40673828125	EGEEN.IS	369.2742141093649	359.7521153746709	9.522098734693998	0	66.29607026863678
2019-02-21	431.8999938964844	422.5	425.0	427.7999877929688	17049.0	386.9393005371094	EGEEN.IS	372.80796532632746	362.29156962377266	10.516395702554803	0	67.469732540174
2019-02-22	434.0	425.2999877929688	426.7999877929688	433.3999938964844	23300.0	392.0044250488281	EGEEN.IS	376.64789528862855	365.0600239788526	11.587871309775949	0	69.7393639573492
2019-02-25	439.0	431.2999877929688	433.0	436.7999877929688	21014.0	395.0796813964844	EGEEN.IS	380.3347425762628	367.85074451380444	12.48399806245834	0	71.05958990083883
2019-02-26	444.2999877929688	435.5	436.5	442.6000061035156	14621.0	400.3257141113281	EGEEN.IS	384.333362089436	370.8635301890637	13.469831900372299	0	73.2070499788473
2019-02-27	449.5	441.20001220703125	443.0	444.3999938964844	9827.0	401.9537963867188	EGEEN.IS	387.857748770553	373.74248858632205	14.11526018423092	0	73.85543340035595
2019-02-28	451.20001220703125	444.0	446.2999877929688	444.0	12012.0	401.5920104980469	EGEEN.IS	390.6047880698587	376.31700084377815	14.287787226080582	0	73.4301818261469
2019-03-01	448.0	432.0	444.1000061035156	437.8999938964844	12579.0	396.0746154785156	EGEEN.IS	391.69881311597925	378.14066884552363	13.558144270455614	0	67.0861749116267
2019-03-04	444.0	435.0	437.8999938964844	437.0	11097.0	395.2605895996094	EGEEN.IS	392.4111994415059	379.7186742686841	12.692525172821831	0	66.17774830217527
2019-03-05	469.5	441.0	441.1000061035156	462.70001220703125	97560.0	418.5058898925781	EGEEN.IS	397.6303193915081	383.2893178861656	14.341001505342547	0	76.12142273128306
2019-03-06	463.0	449.5	462.1000061035156	452.0	36761.0	408.827880859375	EGEEN.IS	399.8698941153131	385.6376310541797	14.232263061133438	0	67.25579239928126
2019-03-07	454.70001220703125	437.0	452.5	445.70001220703125	29516.0	403.129638671875	EGEEN.IS	400.5218575658963	387.24437499294805	13.277482572948259	0	62.63060937357311
2019-03-08	464.70001220703125	444.6000061035156	444.7999877929688	463.2999877929688	30246.0	419.048583984375	EGEEN.IS	404.2272689563403	390.1630155677849	14.064253388555414	0	69.03684008902931
2019-03-11	479.0	463.2999877929688	463.2999877929688	466.8999938964844	27067.0	422.3047180175781	EGEEN.IS	407.8428103713193	393.110093350987	14.732717020332302	0	70.16353564964646
2019-03-12	474.0	454.1000061035156	466.0	474.0	19843.0	428.7265930175781	EGEEN.IS	412.0196145912446	396.37322711366727	15.64638747757732	0	72.30406687231984
