Date	High	Low	Open	Close	Volume	Adj Close	stock_name	ema_9	ema_21	MACD_9_21	sign	RSI
2019-01-30	8.720000267028809	8.390000343322754	8.659999847412111	8.460000038146973	35577251.0	7.151165962219237	EREGL.IS	7.002368962405696	6.7935445108072745	0.20882445159842167	0	51.76045994746726
2019-01-31	8.659999847412111	8.439999580383299	8.600000381469728	8.489999771118164	26458367.0	7.176524639129639	EREGL.IS	7.037406925377946	6.832737935586274	0.20466898979167159	0	52.39808379684671
2019-02-01	8.550000190734862	8.260000228881836	8.479999542236326	8.319999694824219	17567441.0	7.032824993133545	EREGL.IS	7.036486190883349	6.852983067182345	0.18350312370100408	0	48.48697184273646
2019-02-04	8.460000038146973	8.25	8.279999732971191	8.310000419616701	11539667.0	7.024372577667236	EREGL.IS	7.034054280743379	6.870148205331175	0.16390607541220437	0	48.25879522446913
2019-02-05	8.409999847412111	8.170000076293945	8.340000152587889	8.260000228881836	11930810.0	6.982108116149902	EREGL.IS	7.023633553107938	6.881258601897645	0.14237495121029298	0	47.06608929265603
2019-02-06	8.319999694824219	7.860000133514403	8.310000419616701	8.210000038146973	26348134.0	6.93984317779541	EREGL.IS	7.006834861300909	6.887024263770775	0.11981059753013401	0	45.84584586632659
2019-02-07	8.600000381469728	8.130000114440918	8.210000038146973	8.600000381469728	47362860.0	7.26950740814209	EREGL.IS	7.059471184124683	6.92438626502436	0.13508491910032294	0	55.53036749841519
2019-02-08	8.689999580383299	8.220000267028809	8.449999809265138	8.310000419616701	36348869.0	7.024372577667236	EREGL.IS	7.052440583505685	6.934087489248143	0.11835309425754215	0	48.5742013743444
2019-02-11	8.539999961853027	8.329999923706055	8.399999618530272	8.5	23233917.0	7.1849775314331055	EREGL.IS	7.07898082832288	6.9582822411291	0.1206985871937798	0	52.750355686950286
2019-02-12	8.680000305175781	8.460000038146973	8.550000190734862	8.529999732971191	28023732.0	7.210336208343506	EREGL.IS	7.105277947732634	6.982455640461415	0.12282230727121846	0	53.393917738572384
2019-02-13	8.739999771118164	8.460000038146973	8.609999656677246	8.479999542236326	28721954.0	7.168071269989014	EREGL.IS	7.117846570072443	7.000168723443431	0.11767784662901182	0	52.11973300032128
2019-02-14	8.670000076293945	8.279999732971191	8.510000228881836	8.659999847412111	29124087.0	7.320224285125732	EREGL.IS	7.158347783777032	7.030573829062952	0.1277739547140797	0	56.174385434088684
2019-02-15	8.739999771118164	8.439999580383299	8.689999580383299	8.600000381469728	27378447.0	7.26950740814209	EREGL.IS	7.180590987294159	7.053179922844699	0.1274110644494595	0	54.517140276473555
2019-02-18	8.920000076293945	8.579999923706055	8.609999656677246	8.819999694824219	31479115.0	7.455470561981201	EREGL.IS	7.2355892121620515	7.091101193521571	0.14448801864048022	0	59.26282048075026
2019-02-19	9.06999969482422	8.779999732971191	8.869999885559082	9.029999732971193	39103408.0	7.632981777191162	EREGL.IS	7.315093525792743	7.14200992055803	0.1730836052347131	0	63.20899210371689
2019-02-20	9.0600004196167	8.800000190734863	9.050000190734863	8.819999694824219	20615916.0	7.455470561981201	EREGL.IS	7.343176223715646	7.171369767131076	0.1718064565845694	0	57.23790476733853
2019-02-21	8.930000305175781	8.789999961853027	8.819999694824219	8.8100004196167	18609316.0	7.447018623352051	EREGL.IS	7.363949017983503	7.197117105629271	0.16683191235423234	0	56.96199000799613
2019-02-22	9.260000228881836	8.829999923706055	8.880000114440918	9.25	29526772.0	7.818946361541747	EREGL.IS	7.454963609087968	7.255055189567018	0.19990841952095018	0	64.96540330896917
2019-02-25	9.529999732971193	9.109999656677246	9.359999656677246	9.119999885559082	24727895.0	7.7090582847595215	EREGL.IS	7.50578930011542	7.297260726527651	0.20852857358776866	0	61.336158044085764
2019-02-26	9.5	9.199999809265137	9.199999809265137	9.4399995803833	28039610.0	7.979551315307617	EREGL.IS	7.600551780029161	7.360558562914147	0.2399932171150141	0	66.32332168675035
2019-02-27	9.539999961853027	9.270000457763672	9.399999618530273	9.470000267028807	17638997.0	8.004910469055176	EREGL.IS	7.681430398226272	7.420225544186698	0.2612048540395744	0	66.75625589516187
2019-02-28	9.5600004196167	9.289999961853027	9.4399995803833	9.350000381469727	22275057.0	7.903475761413574	EREGL.IS	7.725842493394305	7.464898972032694	0.2609435213616109	0	63.253470564804836
2019-03-01	9.420000076293944	8.949999809265137	9.390000343322754	9.0	25943107.0	7.60762357711792	EREGL.IS	7.702197422778933	7.478072743268117	0.22412467951081538	0	54.303488535970146
2019-03-04	9.130000114440918	9.039999961853027	9.050000190734863	9.06999969482422	12916415.0	7.6667938232421875	EREGL.IS	7.695116394449302	7.495467852272504	0.1996485421767984	0	55.654927549237875
2019-03-05	9.100000381469727	8.869999885559082	9.0600004196167	8.890000343322754	20220575.0	7.514641761779785	EREGL.IS	7.659020210146948	7.4972329492639505	0.16178726088299733	0	51.44194254098888
2019-03-06	9.149999618530273	8.899999618530273	8.899999618530273	8.989999771118164	19037625.0	7.599170207977295	EREGL.IS	7.647049876028803	7.5066062490537195	0.14044362697508372	0	53.545821752448205
2019-03-07	9.109999656677246	8.90999984741211	8.989999771118164	8.920000076293945	14970936.0	7.5400004386901855	EREGL.IS	7.625639511093985	7.509673702084909	0.11596580900907671	0	51.852230453969064
2019-03-08	8.960000038146973	8.640000343322754	8.920000076293945	8.770000457763674	14282900.0	7.413206577301025	EREGL.IS	7.583152166335834	7.500821010146933	0.08233115618890086	0	48.32496905334118
2019-03-11	9.020000457763672	8.800000190734863	8.8100004196167	8.890000343322754	12269009.0	7.514641761779785	EREGL.IS	7.5694498898591975	7.502088237050921	0.06736165280827677	0	51.18579541452781
2019-03-12	9.06999969482422	8.800000190734863	9.0	8.930000305175781	14242715.0	7.548453330993652	EREGL.IS	7.5652505301378765	7.506336141950916	0.05891438818696049	0	52.136995966158636
2019-03-13	9.0600004196167	8.84000015258789	8.970000267028809	8.9399995803833	11754211.0	7.556905746459961	EREGL.IS	7.563581558157261	7.510965973316119	0.05261558484114204	0	52.38677367611204
2019-03-14	9.210000038146973	8.899999618530273	8.960000038146973	9.18000030517578	15825443.0	7.75977611541748	EREGL.IS	7.602820756350066	7.533730774458238	0.06908998189182736	0	58.045913935515074
2019-03-15	9.350000381469727	9.140000343322754	9.1899995803833	9.34000015258789	14615348.0	7.895022869110107	EREGL.IS	7.661261520547164	7.566767728756079	0.09449379179108508	0	61.34449465567025
2019-03-18	9.550000190734863	9.359999656677246	9.4399995803833	9.449999809265137	15586325.0	7.988004684448242	EREGL.IS	7.726610458951637	7.605265626314863	0.12134483263677343	0	63.47090751072948
2019-03-19	9.720000267028807	9.40999984741211	9.4399995803833	9.68000030517578	24652031.0	8.182421684265138	EREGL.IS	7.817773045094065	7.6579878737890565	0.1597851713050087	0	67.49697388219573
