Date	High	Low	Open	Close	Volume	Adj Close	stock_name	ema_9	ema_21	MACD_9_21	sign	RSI
2019-01-30	5.789999961853027	5.699999809265138	5.75	5.78000020980835	217693	5.78000020980835	BAGFS.IS	5.489535123585578	5.2910293339902745	0.19850578959530374	0	89.10358355861341
2019-01-31	5.8400001525878915	5.71999979019165	5.789999961853027	5.800000190734862	226021	5.800000190734862	BAGFS.IS	5.551996845945604	5.343116399384254	0.2088804465613503	0	89.38573018301878
2019-02-01	5.78000020980835	5.610000133514403	5.760000228881836	5.6599998474121085	125492	5.6599998474121085	BAGFS.IS	5.573699936184826	5.375179178379468	0.19852075780535827	0	74.78738252361634
2019-02-04	5.6500000953674325	5.539999961853027	5.630000114440918	5.6500000953674325	190380	5.6500000953674325	BAGFS.IS	5.589017837416037	5.402703260763157	0.18631457665288043	0	73.85951330938758
2019-02-05	5.78000020980835	5.619999885559082	5.6500000953674325	5.690000057220459	280951	5.690000057220459	BAGFS.IS	5.609275506424695	5.4312132990221675	0.17806220740252776	0	75.18573137753276
2019-02-06	5.760000228881836	5.6500000953674325	5.699999809265138	5.739999771118164	133963	5.739999771118164	BAGFS.IS	5.635483726952352	5.461602840327524	0.17388088662482826	0	76.77209908779844
2019-02-07	5.860000133514403	5.739999771118164	5.75	5.789999961853027	360048	5.789999961853027	BAGFS.IS	5.666446865352436	5.493681570715178	0.17276529463725776	0	78.26828386200285
2019-02-08	5.820000171661378	5.6599998474121085	5.789999961853027	5.710000038146973	139680	5.710000038146973	BAGFS.IS	5.675170999855605	5.514669983037136	0.1605010168184693	0	70.4492315037991
2019-02-11	5.78000020980835	5.710000038146973	5.710000038146973	5.760000228881836	100281	5.760000228881836	BAGFS.IS	5.692157874392983	5.538328572176081	0.15382930221690216	0	72.31106698359059
2019-02-12	5.800000190734862	5.730000019073486	5.75	5.769999980926514	123017	5.769999980926514	BAGFS.IS	5.707741729201957	5.5605471690087205	0.1471945601932365	0	72.68177102186704
2019-02-13	5.78000020980835	5.599999904632568	5.75	5.599999904632568	87804	5.599999904632568	BAGFS.IS	5.686176278377653	5.564312097542763	0.1218641808348897	0	58.37365238994192
2019-02-14	5.78000020980835	5.579999923706055	5.599999904632568	5.679999828338622	79377	5.679999828338622	BAGFS.IS	5.684940204915214	5.57530236952942	0.10963783538579364	0	62.14981096717295
2019-02-15	5.679999828338622	5.610000133514403	5.610000133514403	5.670000076293945	42315	5.670000076293945	BAGFS.IS	5.681950663313278	5.584261952557832	0.09768871075544538	0	61.400029265462024
2019-02-18	6.239999771118164	5.679999828338622	5.679999828338622	5.789999961853027	513647	5.789999961853027	BAGFS.IS	5.703569292579105	5.603655510299444	0.09991378227966052	0	66.60639439862332
2019-02-19	5.8400001525878915	5.75	5.800000190734862	5.78000020980835	80414	5.78000020980835	BAGFS.IS	5.718860438285442	5.620222784422518	0.09863765386292389	0	65.80981077780763
2019-02-20	5.860000133514403	5.75	5.78000020980835	5.760000228881836	119644	5.760000228881836	BAGFS.IS	5.727090533059483	5.6333148405896525	0.09377569246983075	0	64.15714323180507
2019-02-21	5.920000076293945	5.760000228881836	5.78000020980835	5.820000171661378	110312	5.820000171661378	BAGFS.IS	5.745676320896973	5.65075242577556	0.09492389512141308	0	66.84696833983904
2019-02-22	5.96999979019165	5.800000190734862	5.880000114440918	5.889999866485597	215705	5.889999866485597	BAGFS.IS	5.774545826784129	5.673043976341814	0.10150185044231463	0	69.70352907915247
2019-02-25	6.03000020980835	5.920000076293945	5.920000076293945	6.0	200613	6.0	BAGFS.IS	5.819642655824071	5.703438823176848	0.11620383264722278	0	73.5590186557457
2019-02-26	6.3499999046325675	6.039999961853027	6.039999961853027	6.170000076293945	508183	6.170000076293945	BAGFS.IS	5.8897215919887556	5.7467228994190425	0.1429986925697131	0	78.18042683480212
2019-02-27	6.28000020980835	6.170000076293945	6.199999809265138	6.239999771118164	127668	6.239999771118164	BAGFS.IS	5.9597831879960665	5.792400333729934	0.16738285426613242	0	79.74990587026565
2019-02-28	6.3499999046325675	6.199999809265138	6.300000190734862	6.300000190734862	149253	6.300000190734862	BAGFS.IS	6.027831219652881	5.8393247318536945	0.18850648779918622	0	81.01074592735871
2019-03-01	6.329999923706055	5.9099998474121085	6.28000020980835	5.989999771118164	327455	5.989999771118164	BAGFS.IS	6.020264517975512	5.853232344328595	0.16703217364691714	0	60.166707136974054
