Date,Open,High,Low,Close,Adj Close,Volume
2019-01-28,136.550003,141.639999,131.000000,138.009995,138.009995,62788200
2019-01-29,136.149994,138.100006,131.009995,131.600006,131.600006,28848300
2019-01-30,134.669998,137.970001,131.460007,137.389999,137.389999,24355700
2019-01-31,137.259995,145.190002,136.380005,143.750000,143.750000,21071300
2019-02-01,144.500000,146.789993,142.580002,144.729996,144.729996,15626200
2019-02-04,145.369995,150.679993,144.479996,149.179993,149.179993,13214800
2019-02-05,149.660004,151.429993,148.300003,149.949997,149.949997,13560600
2019-02-06,151.289993,155.600006,151.070007,153.000000,153.000000,17561600
2019-02-07,151.130005,151.220001,145.690002,147.419998,147.419998,15928000
2019-02-08,144.710007,148.600006,144.130005,148.169998,148.169998,11540100
2019-02-11,146.389999,148.580002,144.500000,146.449997,146.449997,12379500
2019-02-12,148.000000,151.800003,147.419998,151.169998,151.169998,14776500
2019-02-13,152.360001,155.830002,151.809998,152.880005,152.880005,15134300
2019-02-14,152.839996,155.669998,151.100006,154.529999,154.529999,20681600
2019-02-15,162.949997,163.869995,156.419998,157.339996,157.339996,37918700
2019-02-19,156.910004,159.889999,156.139999,156.639999,156.639999,13797300
2019-02-20,157.820007,161.259995,157.369995,158.550003,158.550003,13524700
2019-02-21,159.059998,160.050003,155.179993,155.770004,155.770004,11213700
2019-02-22,157.860001,159.949997,157.309998,159.190002,159.190002,10043500
2019-02-25,162.559998,165.279999,158.339996,158.690002,158.690002,16400500
2019-02-26,158.500000,160.759995,155.750000,157.100006,157.100006,12211600
2019-02-27,156.520004,157.589996,153.110001,155.410004,155.410004,12495200
2019-02-28,155.000000,155.899994,153.360001,154.570007,154.570007,5230976
