Date,Open,High,Low,Close,Adj Close,Volume
2010-05-20,19.666000,20.999001,19.666000,20.549999,17.673792,51156000
2010-05-21,20.239000,21.733999,20.218000,21.385000,18.391928,43426000
2010-05-24,21.539000,21.649000,20.983999,20.983999,18.047047,17858000
2010-05-25,20.407000,20.865999,20.381001,20.687000,17.791620,22472000
2010-05-26,21.031000,21.295000,20.500000,20.500000,17.630793,21772000
2010-05-27,21.025000,21.128000,20.580000,20.780001,17.871603,19644000
2010-05-28,20.737000,20.823999,20.115000,20.177000,17.353001,25471000
2010-06-01,20.100000,20.370001,19.975000,20.039000,17.234312,22633000
2010-06-02,20.132999,20.188999,19.962000,20.101999,17.288492,20431000
2010-06-03,20.131001,20.363001,20.125000,20.200001,17.372782,19643000
2010-06-04,19.950001,20.087000,19.650000,19.667000,16.914373,33167000
2010-06-07,19.729000,20.549999,19.726999,20.007000,17.206793,26819000
2010-06-08,20.112000,20.233000,19.535000,19.754000,16.989206,33612000
2010-06-09,19.799999,20.062000,19.375999,19.546000,16.810312,26857000
2010-06-10,19.823999,20.629999,19.799999,20.511999,17.641109,45764000
2010-06-11,20.400000,20.544001,20.156000,20.488001,17.620472,19569000
2010-06-14,20.684000,20.731001,20.311001,20.417000,17.559410,12166000
2010-06-15,20.545000,20.974001,20.288000,20.957001,18.023829,18280000
2010-06-16,20.715000,21.146999,20.627001,21.062000,18.114134,15745000
2010-06-17,21.215000,21.716999,21.111000,21.400000,18.404819,22337000
2010-06-18,21.548000,21.643999,21.239000,21.426001,18.427183,13863000
2010-06-21,21.573000,23.048000,21.271999,22.334000,19.208103,53737000
2010-06-22,22.334000,22.698000,22.058001,22.094000,19.001694,22197000
2010-06-23,22.176001,22.226000,21.546000,21.985001,18.907951,13795000
2010-06-24,21.775000,22.100000,21.336000,21.489000,18.481367,12283000
2010-06-25,21.466999,21.839001,21.118000,21.839001,18.782377,18498000
2010-06-28,21.799999,21.908001,21.113001,21.152000,18.191538,12425000
2010-06-29,21.000000,21.000000,20.115000,20.299000,17.457928,17984000
2010-06-30,20.332001,20.566000,19.943001,19.952999,17.160349,27037000
2010-07-01,19.955000,20.447001,19.471001,20.270000,17.565031,17029000
2010-07-02,20.486000,20.489000,20.070000,20.277000,17.571096,8444000
2010-07-06,20.399000,20.600000,19.806000,20.003000,17.333664,16346000
2010-07-07,20.056999,20.757000,20.056999,20.757000,17.987041,12675000
2010-07-08,20.818001,21.000000,20.667000,20.966999,18.169020,9491000
2010-07-09,21.077999,21.552000,20.855000,21.552000,18.675949,11867000
2010-07-12,21.302999,21.584999,21.129999,21.367001,18.515640,7162000
2010-07-13,21.639999,21.688000,21.080000,21.462999,18.598822,16830000
2010-07-14,21.500000,21.599001,21.214001,21.316999,18.472309,8180000
2010-07-15,21.406000,21.406000,20.863001,21.181000,18.354458,8167000
2010-07-16,20.643999,20.681999,19.722000,19.722000,17.090158,28878000
2010-07-19,19.766001,19.948000,19.407000,19.583000,16.969706,23196000
2010-07-20,19.299999,20.538000,19.299999,20.530001,17.790340,17403000
2010-07-21,20.698000,20.787001,20.129000,20.150000,17.461042,11656000
2010-07-22,20.493999,20.930000,20.350000,20.840000,18.058968,9643000
2010-07-23,20.820000,21.327000,20.768999,21.294001,18.452385,9821000
2010-07-26,21.365000,21.705000,21.139999,21.283001,18.442846,9821000
2010-07-27,21.455000,21.556000,21.239000,21.423000,18.564171,7514000
2010-07-28,21.273001,21.490000,21.009001,21.009001,18.205418,8818000
2010-07-29,21.011999,21.174000,20.450001,20.837000,18.056368,14649000
2010-07-30,20.551001,21.041000,20.551001,21.004000,18.201082,7863000
2010-08-02,20.747999,20.812000,20.118000,20.252001,17.549431,29181000
2010-08-03,19.857000,20.459999,19.799999,20.091000,17.409920,31650000
2010-08-04,20.259001,20.539000,20.000999,20.530001,17.790340,17868000
2010-08-05,20.393999,20.539000,20.107000,20.163000,17.472309,18692000
2010-08-06,20.000000,20.799999,20.000000,20.742001,17.974043,18455000
2010-08-09,20.959999,21.507000,20.816000,21.489000,18.621361,19632000
2010-08-10,21.375000,21.740999,21.170000,21.635000,18.747873,16622000
2010-08-11,21.252001,21.466000,20.966000,20.966000,18.168148,16610000
2010-08-12,20.820000,21.333000,20.700001,21.183001,18.356194,11462000
2010-08-13,21.284000,21.299999,21.039000,21.063999,18.253077,8246000
2010-08-16,20.919001,21.233999,20.802000,21.044001,18.235743,6006000
2010-08-17,21.125000,21.499001,21.062000,21.403000,18.546839,7613000
2010-08-18,21.500000,21.514000,21.219000,21.285999,18.445454,5574000
2010-08-19,21.274000,21.396000,20.860001,20.889000,18.101429,8567000
2010-08-20,20.827000,21.039000,20.481001,20.636999,17.883053,7899000
2010-08-23,20.833000,20.854000,20.468000,20.518999,17.780800,6293000
2010-08-24,20.365999,20.527000,20.219000,20.250999,17.548571,15151000
2010-08-25,20.142000,20.766001,20.106001,20.611000,17.860521,8058000
2010-08-26,20.700001,20.818001,20.287001,20.316999,17.605753,6801000
2010-08-27,20.421000,20.662001,20.150000,20.662001,17.904722,5447000
2010-08-30,20.764999,20.764999,20.232000,20.270000,17.565031,4973000
2010-08-31,20.200001,20.242001,19.705999,19.836000,17.188950,18184000
2010-09-01,20.099001,20.296000,19.950001,20.108000,17.424646,13209000
2010-09-02,20.264000,20.473000,20.112000,20.473000,17.740940,8231000
2010-09-03,20.650000,20.749001,20.547001,20.698000,17.935913,6988000
2010-09-07,20.465000,20.593000,20.000999,20.052000,17.376118,10815000
2010-09-08,19.952000,20.170000,19.431999,19.440001,16.845798,21383000
2010-09-09,19.701000,19.708000,19.120001,19.198000,16.636082,21207000
2010-09-10,19.273001,19.827999,19.246000,19.813999,17.169889,14930000
2010-09-13,19.667000,19.670000,19.100000,19.302999,16.727076,39157000
2010-09-14,19.336000,20.125000,19.323999,19.975000,17.309397,22223000
2010-09-15,20.416000,21.302999,20.414000,21.018000,18.213211,45712000
2010-09-16,21.070000,21.337999,20.825001,21.028999,18.222740,21782000
2010-09-17,21.150000,21.434999,20.996000,21.367001,18.515640,18033000
2010-09-20,21.400000,21.871000,21.152000,21.871000,18.952381,17232000
2010-09-21,21.837000,21.944000,21.469000,21.698999,18.803333,17864000
2010-09-22,21.625000,21.989000,21.412001,21.903000,18.980114,13085000
2010-09-23,21.712000,22.318001,21.712000,21.943001,19.014774,18314000
2010-09-24,22.129999,22.299999,21.959999,22.157000,19.200214,11947000
2010-09-27,22.100000,22.450001,22.080999,22.237000,19.269537,9131000
2010-09-28,22.261999,22.340000,22.035000,22.299999,19.324135,9990000
2010-09-29,22.236000,22.412001,22.155001,22.263000,19.292074,11578000
2010-09-30,22.381001,22.629999,22.275999,22.400000,19.410789,12062000
2010-10-01,22.500000,22.600000,22.270000,22.478001,19.478380,9572000
2010-10-04,22.558001,22.716000,21.900000,22.264000,19.292944,14600000
2010-10-05,22.601999,22.799000,22.427000,22.590000,19.575432,12251000
2010-10-06,22.594999,22.594999,22.174000,22.330000,19.350130,8055000
2010-10-07,22.466999,22.500000,22.076000,22.086000,19.268126,5982000
2010-10-08,22.111000,22.305000,21.930000,22.259001,19.419052,8618000
2010-10-11,22.231001,22.423000,22.110001,22.285999,19.442600,4560000
2010-10-12,22.164000,22.266001,22.000000,22.212999,19.378918,6982000
2010-10-13,22.299999,23.141001,22.282000,23.089001,20.143156,18800000
2010-10-14,23.082001,23.434999,22.926001,23.266001,20.297575,19475000
2010-10-15,23.368000,23.563999,23.103001,23.370001,20.388308,10996000
2010-10-18,23.490000,23.684000,23.422001,23.545000,20.540979,8128000
2010-10-19,23.361000,24.056000,23.250000,23.705000,20.680557,15936000
2010-10-20,23.714001,24.160000,23.483999,24.052000,20.983290,9217000
2010-10-21,24.044001,24.625000,24.044001,24.319000,21.216219,11449000
2010-10-22,24.400000,24.523001,24.110001,24.264000,21.168236,6182000
2010-10-25,24.410000,24.850000,24.327999,24.514999,21.387211,9933000
2010-10-26,24.500000,24.594999,24.268000,24.351999,21.245014,9054000
2010-10-27,24.259001,24.622000,24.259001,24.576000,21.440437,9034000
2010-10-28,24.490999,24.490999,23.742001,23.952000,20.896042,13105000
2010-10-29,23.995001,24.349001,23.930000,24.006001,20.943159,8065000
2010-11-01,24.261000,24.295000,23.823000,23.899000,20.849808,8713000
2010-11-02,24.750000,24.829000,24.318001,24.598000,21.459625,18490000
2010-11-03,24.670000,25.200001,24.650000,25.183001,21.969988,15721000
2010-11-04,25.250000,25.497999,25.129999,25.489000,22.236942,11751000
2010-11-05,25.649000,25.688999,25.365999,25.629000,22.359079,10195000
2010-11-08,25.500000,25.587999,25.125000,25.275999,22.051121,8045000
2010-11-09,25.312000,25.379999,25.066000,25.152000,21.942945,6244000
2010-11-10,25.201000,25.400000,25.090000,25.357000,22.121790,5776000
2010-11-11,25.207001,25.487000,25.141001,25.207001,21.990925,4812000
2010-11-12,25.002001,25.100000,24.261000,24.316999,21.214476,11052000
2010-11-15,24.282000,24.749001,23.973000,24.292999,21.193541,8058000
2010-11-16,24.070000,24.070000,23.271999,23.306000,20.332468,14991000
2010-11-17,23.374001,23.905001,23.291000,23.457001,20.464205,10875000
2010-11-18,23.806999,24.360001,23.670000,24.249001,21.155151,10571000
2010-11-19,24.423000,24.499001,24.174999,24.388000,21.276419,9330000
2010-11-22,24.252001,24.416000,24.100000,24.341000,21.235413,6292000
2010-11-23,24.152000,24.236000,23.548000,23.565001,20.558422,11405000
2010-11-24,23.650000,24.086000,23.650000,23.778999,20.745119,9015000
2010-11-26,23.694000,23.694000,23.299999,23.514999,20.514803,7351000
2010-11-29,23.490000,23.606001,23.000999,23.556000,20.550573,8736000
2010-11-30,23.379999,23.857000,23.301001,23.702999,20.678818,15648000
2010-12-01,24.191999,25.000000,24.066000,24.819000,21.652428,14105000
2010-12-02,24.809999,24.919001,24.528000,24.919001,21.739676,10802000
2010-12-03,24.799000,24.938999,24.518000,24.908001,21.730076,7642000
2010-12-06,24.725000,25.360001,24.725000,25.316000,22.086020,7605000
2010-12-07,25.451000,25.566000,24.650999,24.677999,21.529415,8389000
2010-12-08,24.669001,25.075001,24.618000,25.063999,21.866169,8361000
2010-12-09,25.049000,25.414000,24.680000,25.122000,21.916773,7740000
2010-12-10,25.153000,25.476000,25.033001,25.476000,22.225607,8104000
2010-12-13,25.458000,26.072001,25.254999,25.934999,22.626040,13835000
2010-12-14,25.955000,26.000000,25.370001,25.412001,22.169769,7172000
2010-12-15,25.497000,25.600000,24.790001,24.922001,21.742289,12579000
2010-12-16,25.000000,25.400999,21.830000,22.349001,19.497572,90628000
2010-12-17,22.417999,22.521999,21.500000,22.125999,19.303020,63476000
2010-12-20,22.129999,22.489000,22.101000,22.354000,19.501930,27406000
2010-12-21,22.480000,22.600000,21.851000,21.978001,19.173904,32115000
2010-12-22,21.959999,22.146999,21.542000,21.740000,18.966269,24424000
2010-12-23,21.729000,21.847000,21.674000,21.830000,19.044777,12985000
2010-12-27,21.830000,22.518000,21.754000,22.465000,19.598764,14670000
2010-12-28,22.500999,22.674999,22.309000,22.452000,19.587425,9294000
2010-12-29,22.440001,22.613001,22.370001,22.546000,19.669432,6478000
2010-12-30,22.500000,22.600000,22.354000,22.372000,19.517635,7649000
2010-12-31,22.353001,22.568001,22.305000,22.410999,19.551659,3826000
2011-01-03,22.643999,22.648001,21.933001,22.084999,19.267248,19272000
2011-01-04,22.122999,22.370001,22.087999,22.370001,19.515888,13638000
2011-01-05,22.370001,23.183001,22.368999,23.028999,20.090811,27856000
2011-01-06,23.159000,23.264999,22.809999,23.112000,20.295414,15872000
2011-01-07,23.114000,23.348000,22.903999,23.108999,20.292784,13989000
2011-01-10,23.135000,23.215000,22.910999,23.020000,20.214630,10565000
2011-01-11,23.120001,23.200001,22.839001,22.940001,20.144379,8972000
2011-01-12,23.059999,23.283001,22.973000,23.283001,20.445574,10265000
2011-01-13,23.284000,23.351000,23.129000,23.351000,20.505291,7222000
2011-01-14,23.368999,23.691000,23.330000,23.691000,20.803854,10951000
2011-01-18,23.622000,23.898001,23.622000,23.763000,20.867079,6672000
2011-01-19,23.672001,23.749001,23.525999,23.535999,20.667742,12053000
2011-01-20,23.374001,23.884001,22.802999,23.510000,20.644909,29098000
2011-01-21,23.700001,23.700001,23.332001,23.353001,20.507048,7896000
2011-01-24,23.354000,23.980000,23.346001,23.900000,20.987383,10130000
2011-01-25,23.899000,24.193001,23.518000,24.153999,21.210428,13369000
2011-01-26,24.360001,24.360001,23.801001,24.018000,21.091002,6900000
2011-01-27,24.058001,24.124001,23.797001,23.910999,20.997049,5775000
2011-01-28,23.916000,24.052000,23.457001,23.487000,20.624714,6191000
2011-01-31,23.400000,23.657000,23.274000,23.650999,20.768728,6239000
2011-02-01,23.031000,24.188000,23.031000,23.815001,20.912746,9623000
2011-02-02,23.846001,24.236000,23.816999,23.938999,21.021631,10310000
2011-02-03,23.900000,24.797001,23.705000,24.539000,21.548510,18662000
2011-02-04,24.580000,24.943001,24.400000,24.724001,21.710968,7830000
2011-02-07,24.726999,25.136999,24.726999,24.997999,21.951572,6289000
2011-02-08,25.198999,25.198999,24.836000,24.961000,21.919088,5801000
2011-02-09,24.854000,25.160999,24.750000,24.850000,21.821608,6012000
2011-02-10,24.747000,25.299999,24.747000,25.212999,22.140369,7186000
2011-02-11,25.075001,25.483999,25.042999,25.349001,22.259796,5565000
2011-02-14,25.254000,25.872999,25.254000,25.496000,22.388884,11144000
2011-02-15,25.521000,25.656000,25.400999,25.610001,22.488993,6887000
2011-02-16,25.684999,25.882999,25.378000,25.438000,22.337948,8418000
2011-02-17,25.035999,25.400000,24.861000,25.181999,22.113144,14951000
2011-02-18,25.200001,25.318001,24.966000,25.073999,22.018311,8877000
2011-02-22,24.531000,25.052999,24.414000,24.738001,21.723261,6916000
2011-02-23,24.738001,24.930000,24.409000,24.412001,21.436993,8440000
2011-02-24,24.500000,24.655001,24.296000,24.417999,21.442257,9580000
2011-02-25,24.670000,24.934000,24.500999,24.671000,21.664427,9826000
2011-02-28,24.757999,24.785000,24.042000,24.056000,21.124371,13373000
2011-03-01,24.250999,24.698999,24.035999,24.035999,21.106812,12126000
2011-03-02,24.110001,24.695000,24.040001,24.618000,21.617887,7798000
2011-03-03,24.694000,25.170000,24.672001,25.165001,22.098227,10239000
2011-03-04,24.990000,25.177999,24.857000,24.975000,21.931379,6887000
2011-03-07,24.990999,25.289000,24.645000,24.726999,21.713598,7923000
2011-03-08,24.722000,25.156000,24.500000,24.900000,21.865515,8048000
2011-03-09,24.870001,25.184999,24.742001,24.798000,21.775951,8961000
2011-03-10,24.747999,24.747999,24.211000,24.356001,21.387815,10315000
2011-03-11,24.202000,24.900000,24.202000,24.841999,21.814579,5006000
2011-03-14,24.719999,24.959000,24.622999,24.884001,21.851467,7354000
2011-03-15,24.301001,24.658001,24.187000,24.465000,21.483526,9512000
2011-03-16,24.405001,24.843000,24.388000,24.430000,21.452799,9587000
2011-03-17,24.655001,24.900000,24.229000,24.375999,21.405375,6941000
2011-03-18,24.452999,24.625999,24.139999,24.167999,21.222723,9169000
2011-03-21,24.333000,24.799999,24.333000,24.796000,21.774191,7056000
2011-03-22,24.757999,24.930000,24.639000,24.676001,21.668814,8083000
2011-03-23,24.663000,24.836000,24.573999,24.686001,21.677601,6606000
2011-03-24,24.773001,25.309999,24.551001,25.231001,22.156181,8619000
2011-03-25,25.202000,25.330000,24.736000,24.770000,21.751362,11570000
2011-03-28,25.076000,25.427999,24.783001,25.237000,22.161448,13286000
2011-03-29,25.138000,25.291000,24.941999,25.171000,22.103493,7479000
2011-03-30,25.655001,26.238001,25.219999,25.365999,22.274725,19207000
2011-03-31,25.308001,25.573999,25.113001,25.172001,22.104368,8263000
2011-04-01,25.201000,25.513000,25.194000,25.355000,22.265068,7964000
2011-04-04,25.490999,26.132999,25.486000,26.125000,22.941229,9017000
2011-04-05,26.003000,26.458000,25.940001,26.292999,23.088757,14002000
2011-04-06,26.389000,26.559000,26.191000,26.548000,23.446444,9952000
2011-04-07,26.549999,26.599001,26.284000,26.517000,23.419062,7454000
2011-04-08,26.698999,26.700001,26.299999,26.306000,23.232714,8661000
2011-04-11,26.288000,26.745001,26.216000,26.660999,23.546238,7560000
2011-04-12,26.055000,26.728001,26.055000,26.296000,23.223885,9672000
2011-04-13,26.504000,26.996000,26.447001,26.976000,23.824438,12726000
2011-04-14,26.802999,26.992001,26.702000,26.886999,23.745842,6235000
2011-04-15,26.900999,26.947001,26.419001,26.757999,23.631903,12410000
2011-04-18,26.649000,26.652000,26.348000,26.504999,23.408466,6748000
2011-04-19,26.586000,26.886999,26.549000,26.705999,23.585983,5973000
2011-04-20,26.930000,27.375000,26.854000,27.002001,23.847401,7363000
2011-04-21,27.000000,27.334999,26.895000,27.327999,24.135319,7145000
2011-04-25,27.327999,27.400000,27.069000,27.143000,23.971930,5667000
2011-04-26,27.112000,27.809999,27.112000,27.636000,24.407330,6497000
2011-04-27,27.606001,27.625000,27.160000,27.535999,24.319016,5516000
2011-04-28,27.533001,27.584000,27.402000,27.469999,24.260723,4601000
2011-04-29,27.469999,27.589001,27.344999,27.589001,24.365822,7510000
2011-05-02,27.697001,28.000000,27.497999,27.528999,24.312834,8273000
2011-05-03,28.200001,28.680000,28.025999,28.238001,24.938999,14846000
2011-05-04,27.965000,28.313000,27.823000,28.239000,24.939884,10899000
2011-05-05,28.054001,28.198000,27.306999,27.450001,24.243063,10772000
2011-05-06,27.502001,27.770000,27.386999,27.424999,24.220985,6294000
2011-05-09,27.452000,27.929001,27.311001,27.877001,24.620178,5102000
2011-05-10,27.999001,28.164000,27.889000,28.110001,24.825956,5248000
2011-05-11,28.100000,28.200001,27.705999,27.813000,24.563654,6754000
2011-05-12,27.707001,28.275000,27.670000,28.209999,24.914268,7240000
2011-05-13,28.226999,28.274000,27.945999,28.000000,24.728804,5834000
2011-05-16,27.820999,28.219999,27.680000,27.915001,24.653740,6069000
2011-05-17,28.024000,28.219999,27.650999,28.205000,24.909859,11190000
2011-05-18,28.002001,28.292999,27.792000,28.135000,24.848038,7085000
2011-05-19,28.246000,28.475000,28.100000,28.406000,25.087370,6320000
2011-05-20,28.476999,28.476999,27.732000,27.757000,24.514200,9856000
2011-05-23,27.450001,27.556000,26.988001,27.195999,24.018736,9176000
2011-05-24,27.316000,27.320000,26.841000,27.009001,23.853582,7887000
2011-05-25,26.805000,27.552999,26.799999,27.448000,24.241291,9383000
2011-05-26,27.400000,28.363001,27.250000,28.209999,24.914268,14866000
2011-05-27,28.219000,28.632000,28.153000,28.524000,25.191591,11587000
2011-05-31,28.677999,28.857000,28.545000,28.705000,25.351440,9573000
2011-06-01,28.660000,28.775999,28.066000,28.066000,24.787098,8658000
2011-06-02,28.069000,28.580999,27.950001,28.275000,24.971680,8623000
2011-06-03,27.900999,28.268000,27.551001,27.705999,24.469152,7016000
2011-06-06,27.676001,27.773001,27.105000,27.191999,24.015207,9254000
2011-06-07,27.301001,27.715000,27.301001,27.420000,24.216564,10541000
2011-06-08,27.257000,27.264000,25.834000,27.000000,23.845638,30792000
2011-06-09,26.851999,27.308001,26.815001,27.170000,23.995770,8317000
2011-06-10,27.039000,27.160999,26.514000,26.702999,23.583332,10220000
2011-06-13,26.702000,26.917000,26.629000,26.742001,23.617779,9258000
2011-06-14,26.900000,27.496000,26.854000,27.412001,24.209505,8926000
2011-06-15,27.108000,27.568001,27.047001,27.047001,23.887140,10766000
2011-06-16,27.047001,27.047001,26.514999,26.667999,23.552420,8746000
2011-06-17,26.826000,27.240000,26.487000,26.608999,23.500317,12558000
2011-06-20,26.599001,27.066000,26.537001,26.995001,23.841217,6104000
2011-06-21,27.108000,27.544001,27.011999,27.403000,24.201555,6106000
2011-06-22,27.306999,27.629999,27.114000,27.114000,23.946318,5425000
2011-06-23,26.889999,27.313000,26.709999,27.313000,24.122059,6659000
2011-06-24,27.299999,27.420000,27.035000,27.420000,24.216564,12495000
2011-06-27,27.308001,27.413000,27.040001,27.260000,24.075260,8099000
2011-06-28,27.476000,27.900000,27.393999,27.823000,24.572485,10349000
2011-06-29,27.885000,30.981001,27.523001,30.969999,27.351826,44579000
2011-06-30,30.677999,30.975000,29.958000,30.134001,26.613491,37687000
2011-07-01,30.048000,31.563999,29.959999,31.447001,27.773098,24158000
2011-07-05,31.242001,31.773001,31.200001,31.596001,27.904696,10387000
2011-07-06,31.490999,31.728001,31.202999,31.290001,27.766264,10999000
2011-07-07,31.246000,32.228001,31.246000,31.902000,28.309340,21592000
2011-07-08,31.406000,31.743999,31.313999,31.528999,27.978340,10455000
2011-07-11,31.319000,31.334999,30.700001,30.746000,27.283529,10621000
2011-07-12,30.816999,30.950001,30.372999,30.391001,26.968500,13843000
2011-07-13,30.594999,30.995001,30.570000,30.589001,27.144203,12417000
2011-07-14,30.451000,31.100000,30.451000,30.568001,27.125566,9649000
2011-07-15,30.657000,30.930000,30.542999,30.754999,27.291510,10013000
2011-07-18,30.664000,30.947001,30.395000,30.754999,27.291510,11773000
2011-07-19,30.934999,31.277000,30.837000,31.139000,27.632261,10771000
2011-07-20,31.249001,31.278000,30.650999,30.827000,27.355396,5922000
2011-07-21,30.993999,31.493000,30.858999,31.052000,27.555061,8257000
2011-07-22,31.070999,31.570999,30.902000,31.414000,27.876297,6793000
2011-07-25,31.027000,31.871000,30.968000,31.635000,28.072411,7013000
2011-07-26,31.636000,31.865000,31.237000,31.275999,27.753834,5409000
2011-07-27,31.138000,31.350000,30.298000,30.309000,26.895735,10670000
2011-07-28,30.393000,31.212000,30.271000,30.690001,27.233828,11385000
2011-07-29,30.205000,30.686001,29.959999,30.325001,26.909935,8973000
2011-08-01,30.823999,31.165001,30.101999,30.412001,26.987131,7046000
2011-08-02,30.292000,30.941000,29.849001,29.849001,26.487537,11625000
2011-08-03,31.221001,34.042000,31.153999,33.847000,30.035297,51905000
2011-08-04,33.382999,33.561001,32.259998,32.259998,28.627020,24544000
2011-08-05,32.876999,33.094002,31.334000,32.653999,28.976654,23768000
2011-08-08,31.487000,32.230000,29.167000,29.195999,25.908075,28694000
2011-08-09,29.992001,32.280998,29.454000,32.280998,28.645655,26779000
2011-08-10,31.400999,32.119999,30.361000,30.371000,26.950748,29809000
2011-08-11,30.923000,33.000000,30.590000,32.738998,29.052082,25496000
2011-08-12,32.900002,33.271999,31.818001,32.806999,29.112419,12999000
2011-08-15,33.102001,33.849998,32.605999,33.500000,29.727379,14919000
2011-08-16,33.382000,33.799999,32.845001,33.500000,29.727379,14729000
2011-08-17,33.712002,33.754002,32.310001,32.622002,28.948263,14693000
2011-08-18,31.754000,32.000000,30.271000,30.490999,27.057236,21241000
2011-08-19,30.129000,31.030001,30.000000,30.016001,26.635731,15611000
2011-08-22,30.794001,30.870001,30.139999,30.600000,27.153963,10295000
2011-08-23,30.872999,32.249001,30.426001,32.238998,28.608391,10723000
2011-08-24,32.230999,32.980999,31.895000,32.520000,28.857742,11707000
2011-08-25,32.610001,32.949001,32.096001,32.285999,28.650099,8263000
2011-08-26,32.083000,32.701000,31.337000,32.533001,28.869282,10520000
2011-08-29,32.946999,33.395000,32.181999,32.737000,29.050304,15119000
2011-08-30,32.533001,33.180000,32.101002,32.973000,29.259722,11211000
2011-08-31,33.293999,33.575001,32.612999,32.971001,29.257952,10337000
2011-09-01,33.013000,33.516998,32.848999,33.006001,29.289007,10556000
2011-09-02,32.264999,32.661999,32.005001,32.068001,28.456648,8722000
