Date,Open,High,Low,Close,Adj Close,Volume
2019-01-28,106.260002,106.480003,104.660004,105.080002,104.633141,29476700
2019-01-29,104.879997,104.970001,102.169998,102.940002,102.502243,31490500
2019-01-30,104.620003,106.379997,104.330002,106.379997,105.927612,49471900
2019-01-31,103.800003,105.220001,103.180000,104.430000,103.985909,55636400
2019-02-01,103.779999,104.099998,102.349998,102.779999,102.342918,35535700
2019-02-04,102.870003,105.800003,102.769997,105.739998,105.290337,31315100
2019-02-05,106.059998,107.269997,105.959999,107.220001,106.764046,27325400
2019-02-06,107.000000,107.000000,105.529999,106.029999,105.579102,20609800
2019-02-07,105.190002,105.589996,104.290001,105.269997,104.822327,29760700
2019-02-08,104.389999,105.779999,104.260002,105.669998,105.220634,21461100
2019-02-11,106.199997,106.580002,104.970001,105.250000,104.802422,18914100
2019-02-12,106.139999,107.139999,105.480003,106.889999,106.435448,25056600
2019-02-13,107.500000,107.779999,106.709999,106.809998,106.355782,18394900
2019-02-14,106.309998,107.290001,105.660004,106.900002,106.445404,21784700
2019-02-15,107.910004,108.300003,107.360001,108.220001,107.759789,26606900
2019-02-19,107.790001,108.660004,107.779999,108.169998,107.709999,18038500
2019-02-20,107.860001,107.940002,106.290001,107.150002,107.150002,21607700
2019-02-21,106.900002,109.480003,106.870003,109.410004,109.410004,29063200
2019-02-22,110.050003,111.199997,109.820000,110.970001,110.970001,27763200
2019-02-25,111.760002,112.180000,111.260002,111.589996,111.589996,23750600
2019-02-26,111.260002,113.239998,111.169998,112.360001,112.360001,21536700
2019-02-27,111.690002,112.360001,110.879997,112.169998,112.169998,21474400
2019-02-28,112.040001,112.879997,111.834999,112.455002,112.455002,13483780
