Date,Open,High,Low,Close,Adj Close,Volume
2019-01-28,45.730000,45.770000,45.230000,45.750000,45.750000,18296700
2019-01-29,45.810001,46.049999,45.650002,45.959999,45.959999,14470100
2019-01-30,45.939999,46.930000,45.919998,46.709999,46.709999,18329300
2019-01-31,46.720001,47.380001,46.520000,47.290001,47.290001,23693600
2019-02-01,47.369999,47.560001,47.049999,47.340000,47.340000,16266500
2019-02-04,47.220001,47.470001,47.119999,47.349998,47.349998,15743100
2019-02-05,47.419998,47.459999,47.080002,47.259998,47.259998,16946300
2019-02-06,47.119999,47.590000,46.950001,47.480000,47.480000,18160500
2019-02-07,47.189999,47.320000,46.490002,46.700001,46.700001,20331200
2019-02-08,46.400002,47.200001,46.299999,47.189999,47.189999,18407100
2019-02-11,47.340000,47.709999,47.130001,47.580002,47.580002,19363600
2019-02-12,47.270000,48.150002,47.160000,47.889999,47.889999,23909200
2019-02-13,47.860001,47.950001,47.119999,47.500000,47.500000,28325600
2019-02-14,48.849998,49.680000,48.340000,48.400002,48.400002,47598600
2019-02-15,48.830002,49.590000,48.439999,49.430000,49.430000,30189600
2019-02-19,49.200001,49.930000,49.200001,49.650002,49.650002,20204500
2019-02-20,49.700001,49.799999,49.349998,49.630001,49.630001,17550900
2019-02-21,49.540001,49.720001,49.200001,49.410000,49.410000,17120600
2019-02-22,49.700001,50.220001,49.580002,50.110001,50.110001,22008100
2019-02-25,50.340000,51.000000,50.340000,50.790001,50.790001,24264300
2019-02-26,50.509998,51.410000,50.480000,51.180000,51.180000,19382500
2019-02-27,51.209999,51.650002,50.889999,51.590000,51.590000,19930100
2019-02-28,51.549999,51.959999,51.360001,51.889400,51.889400,9669998
