Date,Open,High,Low,Close,Adj Close,Volume
2019-01-28,261.559998,268.850006,258.649994,267.619995,267.619995,3132000
2019-01-29,267.350006,267.600006,263.829987,266.320007,266.320007,2787000
2019-01-30,270.000000,273.750000,267.369995,270.820007,270.820007,2872700
2019-01-31,270.559998,271.000000,266.350006,268.250000,268.250000,2106300
2019-02-01,269.149994,269.600006,264.890015,266.809998,266.809998,2287800
2019-02-04,267.500000,272.140015,264.950012,272.119995,272.119995,2076100
2019-02-05,271.959991,274.630005,269.910004,270.000000,270.000000,2261900
2019-02-06,273.269989,280.000000,272.750000,276.209991,276.209991,2706400
2019-02-07,272.859985,274.570007,266.299988,269.089996,269.089996,2864600
2019-02-08,267.329987,274.290009,267.059998,274.059998,274.059998,2390300
2019-02-11,274.399994,276.000000,273.279999,275.720001,275.720001,1801200
2019-02-12,278.649994,280.390015,277.059998,279.390015,279.390015,1980900
2019-02-13,280.000000,282.160004,277.970001,281.320007,281.320007,1919000
2019-02-14,280.600006,282.839996,278.950012,281.500000,281.500000,1601500
2019-02-15,284.089996,284.089996,278.790009,281.929993,281.929993,1735200
2019-02-19,281.149994,282.829987,280.149994,281.660004,281.660004,1515200
2019-02-20,283.250000,286.630005,282.279999,283.420013,283.420013,1615000
2019-02-21,283.239990,283.350006,278.929993,280.940002,280.940002,1325400
2019-02-22,279.950012,280.000000,274.660004,276.500000,276.500000,2722500
2019-02-25,280.779999,280.829987,278.480011,278.600006,278.600006,1924500
2019-02-26,277.929993,278.010010,274.450012,275.000000,275.000000,2721100
2019-02-27,273.220001,275.100006,269.579987,271.489990,271.489990,2914600
2019-02-28,269.970001,275.079987,268.630005,274.149994,274.149994,1325954
